wt_1,lak_1,wt_2,lak_2,wt_3,lak_3
Dr.20554.2.A1_at,2.393125232,2.351769228,2.440172273,2.399420149,2.385411705,2.384754919
Dr.2883.1.A1_at,11.95790788,12.33375417,12.90610201,12.88145317,12.94263628,13.09015906
Dr.13462.1.A1_at,2.973775553,2.885494413,3.765282858,3.412714108,3.727379342,3.718413231
Dr.20538.1.A1_at,11.00180103,11.01803602,11.51164743,11.49126972,10.94055268,10.41302563
Dr.6171.1.A1_at,8.723471885,8.278907081,9.009767724,9.486700652,8.898101112,7.832522679
Dr.21461.1.A1_at,7.973578856,7.910793502,7.296795978,7.771997247,8.710446904,9.000557336
Dr.16573.2.A1_at,8.943880339,8.126082628,9.260649516,9.307273449,8.803634899,8.871963783
Dr.15403.1.A1_at,1.829161413,1.81406357,1.955462301,1.85412739,1.830210098,1.837240548
Dr.15844.2.A1_at,3.098627015,3.008868634,3.090141179,3.197101055,3.213630044,3.436307161
Dr.15761.1.A1_at,6.631646404,6.430317609,7.80334242,7.392108744,7.61021217,7.604530445
Dr.4001.1.S1_at,8.240160409,8.510035862,7.729335545,7.535789446,8.31920476,8.914625186
Dr.13106.1.S1_at,6.667621402,7.332455615,7.256093283,7.391138432,7.554772213,7.334956584
Dr.15556.1.A1_at,2.371637899,2.520508128,2.364710735,2.351909786,2.342102815,2.345773443
Dr.26414.1.S1_x_at,4.978912484,6.066539058,3.243738147,4.713437324,5.883483825,5.025842193
Dr.433.2.S1_at,2.25349395,2.159976986,2.280589187,2.252766512,2.223918288,2.241428771
Dr.12600.1.S1_at,2.620869324,2.517841336,2.646794487,2.633704372,2.609556245,2.617835104
Dr.4597.1.S1_at,9.165069691,9.583825385,9.020185444,9.649985453,9.107964289,8.737213662
Dr.16555.1.S1_at,7.110531716,7.760312266,7.537921254,7.80943507,6.338403756,6.233401813
Dr.9532.1.S1_at,3.044547973,2.927477764,3.251567364,3.172516306,3.12540113,3.161062834
Dr.6829.1.A1_at,10.86134167,10.75788644,10.98955485,11.03981834,10.28156475,10.77448031
Dr.18880.1.A1_at,11.55843729,11.42502708,11.21117094,10.93250108,10.74492918,10.76866214
Dr.12775.1.A1_at,3.030496239,2.605031961,2.669733425,2.659140741,2.600690526,2.689662905
Dr.26052.1.A1_at,1.901901107,1.884695254,1.945551815,1.92625646,1.907797621,2.148768304
Dr.26108.1.A1_at,2.944844895,3.078505404,3.179985,3.131527125,3.077575557,3.141258452
Dr.15983.1.A1_at,3.8486743,3.828369951,3.791249897,3.873483191,4.321284695,3.901568563
Dr.4607.1.A1_at,12.52535485,12.74018444,13.41866197,13.35535946,13.0406815,13.30857536
Dr.7870.1.A1_at,4.214295624,4.920596769,3.497308144,3.572786257,3.31364002,3.304590353
Dr.20336.1.S1_at,10.58928722,10.74817254,10.39272536,10.31604686,10.54403431,9.958371673
Dr.15856.1.A1_at,8.516536326,8.878968425,9.417700529,8.586623971,9.046669927,8.780686229
Dr.98.1.A1_at,11.28676304,11.29787908,11.46909304,11.2976083,11.01037288,10.9342516
Dr.18930.1.A1_at,1.939575343,1.925600273,1.960655088,1.955938998,2.016863586,1.947405564
Dr.15500.1.A1_at,2.78852024,2.758411459,2.92689394,2.830451992,2.802874642,2.818132206
Dr.7802.1.S1_at,8.58111334,8.510075502,8.607021177,8.651838641,8.357755033,8.598143753
Dr.8162.1.S1_at,2.400881478,2.338004578,2.467866943,2.423967305,2.400496666,2.412930819
Dr.22065.1.A1_at,6.460210579,6.583053966,5.686807116,6.967066239,6.966876255,6.601192202
Dr.14228.1.S1_at,10.53108046,11.00443598,10.61144709,10.87198063,10.54479717,10.29528466
Dr.18552.1.A1_at,3.184092667,3.159698978,3.815592807,3.258582288,3.204108392,3.320316946
Dr.25507.1.A1_at,12.88674149,12.70793438,12.10611019,12.58918715,12.62842067,12.78143129
Dr.26220.1.A1_at,2.537788726,2.477900729,2.601960904,2.563278637,2.544190519,2.55149786
Dr.7335.1.A1_at,10.63888565,10.76487412,10.25855779,10.14297605,10.357772,9.876719079
Dr.7267.1.S1_at,7.099537926,6.806751462,7.032753331,7.265007056,6.795875431,7.42017241
Dr.24155.1.A1_at,3.039485723,2.880876488,3.016361761,2.983852466,2.941536622,2.987332259
Dr.11348.1.S1_at,8.328475447,7.877331774,5.357981877,6.613891169,6.304839247,6.928769546
Dr.25706.1.S1_at,2.120339874,2.125557645,2.175887817,2.160725787,2.236157006,2.145567681
Dr.6157.2.A1_at,3.40061384,3.396861362,3.534365872,3.741393018,4.57856501,3.491509157
Dr.24428.2.A1_a_at,3.050892324,2.850935362,2.898023081,3.506268287,3.067761536,3.167514403
Dr.17962.1.A1_at,6.287150824,6.289765184,5.931473395,6.929910309,7.598129123,7.551084239
DrAffx.2.56.A1_at,2.838869424,2.846159946,2.892921924,2.884463744,2.978080557,2.86639455
Dr.10035.1.S1_at,5.384609442,6.004619383,5.604678511,5.97654088,6.053069658,5.685026841
Dr.17890.3.A1_at,2.929287196,2.906485505,2.979923268,2.963111716,2.922697913,3.167758439
Dr.512.1.A1_at,10.8614189,11.00643469,10.92706665,10.90028587,11.31496076,10.73526212
Dr.17326.1.A1_at,5.490309491,5.772668042,5.868921141,5.407292114,5.022516858,4.491002333
Dr.14669.1.S1_a_at,5.342339077,6.983021054,6.555961892,6.340685745,5.570338968,5.463463871
Dr.12399.1.S1_at,2.429137649,2.315838279,2.399631742,2.370996627,2.325859455,2.353462808
Dr.14470.1.A1_at,2.667481849,2.350511658,2.447488534,2.416128185,2.384940045,2.471510095
Dr.24664.1.S1_at,7.702431013,9.104103644,7.595291305,7.975156638,8.759687825,8.200635125
Dr.16758.1.A1_at,3.279004285,2.720193172,2.694160705,2.800962429,2.736272523,2.735168838
Dr.13962.1.S1_at,9.875199152,10.26352746,10.7959402,10.62622048,10.53751137,9.178409855
Dr.11457.1.S1_at,10.63249415,10.37343025,8.237311469,10.12006781,10.75721115,10.73063819
Dr.363.1.A1_at,11.3384808,11.35810521,10.75229322,11.13323029,11.38549248,11.34082969
Dr.22439.1.A1_at,2.070397199,2.045227341,2.109455065,2.09429885,2.152050302,2.109877422
Dr.8844.1.S1_at,10.93993701,10.75619629,11.07138887,11.21846195,11.38685593,11.0821761
Dr.11310.2.S1_at,13.09257632,13.05649799,13.15695526,13.12775423,12.671112,13.06598158
DrAffx.2.32.S1_s_at,2.448829132,2.375874563,2.425685301,2.407127182,2.391256108,2.394690899
Dr.2690.1.A1_at,10.26774601,10.26155189,10.3173571,10.44347641,9.587333168,9.830992118
Dr.9889.1.A1_at,10.54747275,9.587402747,6.41788431,9.681129127,8.766935746,9.188223843
Dr.187.1.A1_at,11.06024493,10.49706784,10.85171452,10.87967911,11.19536541,11.25550111
Dr.11416.1.A1_at,2.924148014,2.834812394,3.224553773,3.018298867,2.976085478,3.05569284
Dr.936.1.A1_at,8.573268057,8.905121459,9.002683243,9.078207227,9.734095801,9.846486705
Dr.12725.1.A1_at,1.874622177,1.859456798,1.808170079,1.866136277,2.172445094,1.880297953
Dr.4258.1.A1_at,6.650512528,6.736258288,6.569377678,4.508113885,7.298932924,7.525318351
Dr.18739.1.S1_at,9.031541369,9.804523697,8.779077332,8.956283957,8.668450764,8.439575548
Dr.1113.1.A1_at,4.748069235,4.551307577,4.884537572,4.792280522,4.765808933,4.849473524
Dr.25495.1.S1_at,10.29921593,10.42460738,10.18893144,10.3264565,10.58971185,10.53093199
Dr.25869.1.S1_at,4.919194237,4.941814062,4.930656001,4.960792103,4.911875379,4.933604892
Dr.9896.1.A1_at,8.311019211,8.793205529,8.177256038,8.810656622,8.143606133,7.753845085
Dr.1943.1.S1_at,12.95926595,13.02008358,12.9247235,12.88437077,13.25112895,13.00730712
Dr.22194.1.A1_at,6.968539253,7.117305238,7.162985385,7.127897214,7.945408032,7.222727855
Dr.19446.2.S1_x_at,3.238971441,3.200867529,3.301260111,3.279548867,3.29954144,3.276758968
Dr.16233.1.A1_at,2.916336715,2.899587459,3.022844349,2.938778855,2.919259529,2.922223918
Dr.4336.1.A1_at,11.27404617,11.39547665,11.63162789,11.64493594,11.71215602,11.79535286
Dr.21080.1.A1_at,8.63730075,8.649260334,8.052706734,7.815225658,9.608499028,9.121988883
Dr.9914.1.S1_at,11.2301359,11.17844659,11.28341654,11.36939637,11.48334853,11.69810479
Dr.12537.1.A1_at,3.286521859,3.241015992,3.451945618,3.315239834,3.266509987,3.307805284
Dr.14424.1.A1_at,5.675012809,4.784127504,5.609595831,6.160353792,6.049692761,5.424096049
Dr.25018.1.S1_at,2.727545464,2.716633699,2.772477967,2.758642006,2.727657279,2.91277961
Dr.9478.1.S1_at,11.70277973,12.10616453,9.886219944,9.268167579,10.20502453,8.77145695
Dr.8696.1.A1_at,1.967237304,1.977573989,2.025237929,2.035966875,2.55649719,3.111845598
Dr.5385.1.A1_at,10.356679,10.24070271,9.828467011,10.60692242,10.76296283,10.74286048
Dr.2685.1.S1_at,8.669825038,8.511593793,8.404214974,8.629939291,7.812288817,8.187176809
Dr.16132.1.A1_at,2.699591487,2.675424308,2.795194255,2.72531522,2.70648169,2.708833451
Dr.263.2.S1_at,2.958258735,2.884465394,3.021731187,2.968459531,2.953131065,2.978429237
Dr.12194.1.A1_at,8.761893452,9.01072164,8.929152157,8.749429356,9.190620294,8.639262072
Dr.19488.1.A1_at,5.558980342,5.459976582,5.536367576,5.479895151,5.424420722,6.164849381
Dr.13169.1.S1_at,11.2383993,11.04872332,10.7789039,11.18632531,10.01534737,10.40440923
Dr.10211.1.A1_at,7.668511607,8.058975064,8.510519869,8.629655041,8.192803915,8.113389374
Dr.22831.1.A1_at,3.197469181,3.477169775,3.679018132,3.573250719,4.042898078,3.129726712
Dr.2718.1.A1_at,10.81040453,10.54469116,10.20461967,10.55868697,10.039653,10.44172151
Dr.12429.1.S1_s_at,2.651475876,2.631260437,2.801925672,2.70810937,2.693544587,2.699307418
Dr.3589.1.A1_at,9.850756138,10.03568215,9.558055802,9.8707927,10.01890555,9.84839569
Dr.17304.1.A1_at,8.246941232,8.240319675,8.704457065,8.718198118,8.567840612,8.908366493
Dr.21156.1.S1_at,3.920940673,3.759042688,4.641979921,4.312423482,3.943635434,4.037195959
Dr.7600.1.A1_at,5.531669767,5.360068616,5.458864526,5.78974259,6.996096683,5.811362337
Dr.21949.1.A1_at,9.281496929,9.180226224,9.59947089,9.506558355,8.116157964,9.236294474
Dr.24324.1.S1_at,3.023014628,2.954238262,3.330643884,3.153079001,3.125269674,3.178462238
Dr.4127.1.A1_a_at,10.01582223,10.3842443,10.01111838,10.09453495,9.305977913,9.334115987
Dr.18203.1.S1_at,2.319011698,2.267866839,2.452745941,2.347862903,2.307045681,2.341706115
Dr.7120.1.A1_at,11.22194128,11.57804245,11.38815174,11.12094593,10.87656787,11.25158423
Dr.18649.1.A1_at,3.214400738,3.191774323,3.438699136,3.271004599,3.231272469,3.263080213
Dr.8724.1.S1_at,2.579833156,2.738497913,3.510712434,2.657576904,2.632640514,2.639202577
Dr.4922.1.A1_at,13.34466967,13.14864476,13.36299633,13.51865258,13.12547795,13.55269636
Dr.15949.3.S1_at,10.59900583,10.90140843,10.47383057,10.32535413,10.73916885,9.816645072
Dr.11348.1.S1_x_at,8.009336837,7.557616235,4.939293007,6.629276252,6.151345237,6.494793681
Dr.17245.1.A1_at,6.127213637,6.128705504,6.830150534,7.111850673,5.848869802,6.08490073
Dr.12934.1.S1_at,9.16725354,9.592859948,10.01932398,9.893886945,9.428075783,9.559576835
Dr.22087.1.A1_at,7.112511788,6.964540901,7.26935288,7.416734206,7.621248354,7.258056703
Dr.9916.1.A1_at,8.872769527,8.572607875,8.391584615,8.389076502,7.900614998,9.268547887
Dr.25257.1.A1_at,2.244627817,2.149454561,2.290497343,2.260824274,2.225737304,2.244874678
Dr.18164.1.A1_at,2.517051689,2.466265934,2.562520355,2.559887891,2.513894076,2.820844063
Dr.14066.1.A1_at,10.9768568,11.06480294,11.55463208,11.3296074,9.745831156,10.86119617
Dr.3745.1.A1_at,10.74951716,10.94232533,11.34062224,11.4314564,11.10114503,11.09568144
Dr.3021.2.S1_at,7.326953474,7.628387435,8.789785923,7.669810943,7.56356661,7.43684495
Dr.5175.1.A1_at,7.111451559,6.488903371,3.932927667,6.147130224,7.097179575,7.507475633
Dr.8672.1.S1_at,5.276093129,5.306692375,4.106416007,4.167780843,5.699887399,4.681391734
Dr.18651.1.A1_at,2.686252247,2.544107462,2.782248143,2.726983383,2.686068344,2.734816453
Dr.15878.1.A1_at,2.207876075,2.151424407,2.321606842,2.257097385,2.222818236,2.240817755
Dr.11049.1.A1_at,3.144047821,3.270810052,6.359651459,6.346538566,5.693847759,3.492467508
Dr.17885.1.S1_at,9.922525983,9.816256823,10.14146612,10.007092,10.34817975,10.347762
Dr.16257.1.A1_at,2.518310984,2.450173209,2.607815372,2.568054791,2.530480244,3.083342868
Dr.7551.1.S1_at,2.906179704,2.947030497,2.963881679,2.947159528,3.12701591,2.935881934
Dr.19377.1.S1_at,2.985911036,3.010668506,3.080871006,3.062829743,3.215235966,3.432642988
Dr.19951.1.S1_at,10.32043285,9.896473825,9.703716377,10.04419523,10.16076206,11.15897648
Dr.7343.1.S1_at,10.46071117,10.66657639,10.45365855,9.918390859,9.553570797,9.160826694
Dr.19864.1.S1_at,8.564351057,8.379281738,8.048597261,8.249357962,9.089752537,8.535328211
Dr.14596.1.A1_at,2.795032387,2.747315639,2.849591522,2.809274693,2.79854284,2.802593665
Dr.11384.1.A1_at,2.223737655,2.15292573,2.25511464,2.219499975,2.184049059,2.7084047
Dr.10071.1.A1_at,6.843333738,6.736823326,6.623155844,6.812446897,7.21005615,6.687241526
Dr.3891.1.A1_at,10.04092383,10.57215312,10.33059985,10.43050552,10.28595014,10.09604557
Dr.24533.1.A1_at,8.996937763,9.074489733,9.390599562,9.399630346,8.645588566,8.880385854
Dr.19097.1.A1_at,2.049014352,2.024295135,2.127147216,2.089746296,2.050647906,2.380905111
Dr.3742.1.A1_at,5.33002262,4.360462831,4.495022109,4.277903666,3.8437458,4.174529641
Dr.15829.1.S1_at,9.479983042,9.544938588,9.857574315,9.930888875,10.32167816,9.601938843
Dr.6348.1.S1_at,2.92869701,2.841380283,3.128417821,2.99347381,2.941726388,3.00315992
Dr.18135.1.A1_at,5.554194301,5.654897435,5.920887482,5.668144424,5.106660276,4.769409162
Dr.10525.1.S1_at,9.659132227,10.010246,9.645671447,9.604417039,9.08717374,9.18014725
Dr.8182.1.S1_at,10.73914168,10.48093927,9.53904125,10.76375832,11.44344928,11.57116656
Dr.14944.2.S1_at,3.194839868,3.170430026,3.303280503,3.197885169,3.201903719,3.222883653
Dr.23975.1.A1_at,2.72141975,2.61942,2.917259448,2.774450789,2.716035323,2.789105798
Dr.18282.7.S1_a_at,14.08721892,14.24988691,14.0786325,14.1011645,13.75780471,13.79146681
Dr.4123.1.S1_at,12.4896963,12.29717962,12.472703,12.27195997,12.3696928,12.51675191
Dr.21676.1.A1_at,4.308558429,4.640967533,3.83760622,3.2492169,3.945508635,3.458485938
Dr.5402.1.A1_at,2.352812252,2.29152761,2.436022182,2.379122036,2.350113355,2.370332694
Dr.25133.7.S1_a_at,8.498480599,8.833454046,8.720934301,8.191237863,8.812238242,8.456122282
Dr.22060.1.A1_at,7.743966367,7.754467291,7.606947441,7.401921336,7.338134386,8.234755907
Dr.15429.1.A1_at,6.504689277,6.88998228,6.383961551,6.347178409,5.656965175,5.812917822
Dr.13875.1.A1_at,5.620482812,5.579201819,5.69006323,5.648174256,6.145017429,7.019297341
Dr.7906.1.S1_at,13.09103912,13.11841077,12.50445916,12.56243903,12.77044754,12.10264452
Dr.15842.1.A1_at,7.972094215,8.065217144,8.487655675,8.576258461,7.613863678,6.115849169
Dr.16010.1.A1_at,3.86756863,3.671163878,5.305706775,3.609749455,3.847097454,4.374705543
Dr.11197.1.S1_at,6.441613956,6.308162498,6.292276859,6.318781897,7.314747858,6.949165839
Dr.13273.1.S1_at,3.228045806,3.317735992,3.426941065,3.397119545,3.616056638,3.272769945
Dr.13479.1.A1_at,5.316477447,5.142439412,4.25377207,5.153991887,5.133720647,5.130807998
Dr.347.1.A1_at,9.667198975,9.315808324,8.950867838,8.937327438,10.16285075,9.985395591
Dr.528.2.S1_at,4.779602093,4.95359586,4.89580255,4.823435743,4.820743046,4.880641949
Dr.3041.1.A1_at,5.324393557,5.193380385,5.912278372,5.679483712,5.386023756,5.442574885
Dr.15832.1.S1_at,8.098053532,7.623095533,7.187109853,8.072188951,5.955667057,6.687016815
Dr.26509.2.A1_at,2.95636442,2.815592854,2.971510475,2.962496276,2.948421262,2.968518468
Dr.19004.1.S1_at,8.196531252,8.250335381,4.596041026,6.785621345,4.66023498,4.615935614
Dr.19743.1.A1_at,2.706954491,2.693448248,2.736263997,2.712092295,2.748465662,2.711275079
Dr.1260.1.S1_at,5.898358618,5.19507317,3.44902822,3.019620965,3.578553033,3.536321622
Dr.106.1.S1_at,9.31778797,8.930731114,10.91614363,10.88113376,12.04841805,11.23814713
Dr.4837.1.A1_at,3.226027664,3.312211174,2.926201715,2.95806298,3.895907882,3.193811073
Dr.24858.1.S1_at,9.402766916,10.11680974,10.0571583,10.1276498,9.659303497,9.471066256
Dr.10676.1.S1_at,9.420259221,9.559536361,10.0291737,9.523642087,9.811932039,9.757752099
Dr.8983.2.S1_at,2.297253211,2.280247208,2.247066651,2.325097356,2.298331817,2.329415048
Dr.23918.1.A1_at,3.321773184,3.233153803,3.725560536,3.467075733,3.407011531,3.496448612
Dr.12129.1.A1_at,5.640708989,6.48063922,6.653545328,6.150372115,6.306713574,6.822372255
Dr.1094.1.A1_at,6.897419188,7.315711215,7.671466314,7.309171028,7.28568652,7.85854956
Dr.16273.1.S1_at,8.250994646,8.362485504,8.286178116,7.951421006,8.053993221,7.976511041
Dr.7569.1.A1_at,4.872497304,4.78039567,5.219015105,5.406229548,4.775105292,4.996159369
Dr.16681.1.A1_at,2.697906977,2.607997458,2.732091788,2.69199652,2.655628509,2.68273728
Dr.14283.1.S1_at,2.345867262,2.042031294,2.084488698,2.062381437,1.921585162,1.988568596
Dr.13131.1.S1_at,3.024494512,3.022393149,3.124809531,3.09817338,3.148449446,3.084323225
Dr.9981.1.S1_at,2.468803031,2.601940002,2.585609962,2.558856915,2.519693913,2.535438388
Dr.8024.2.S1_x_at,12.16817436,12.35781654,11.98652201,11.75526568,12.12776506,11.79121965
Dr.25822.3.S1_at,11.61855957,11.99809975,11.89808411,11.8849872,11.9922295,11.92566832
Dr.17679.1.S1_at,10.74177171,11.07750458,10.86802222,11.10113405,10.92230376,10.70874225
Dr.14571.2.S1_a_at,2.164662968,2.086621308,2.240642412,2.208131231,2.180507585,2.192039012
Dr.12941.1.A1_at,2.727034778,2.641143668,2.812602551,2.766777137,2.726089189,2.750390871
Dr.10074.1.S1_at,8.20796824,8.830084763,9.400032683,8.76520163,10.14836367,9.002841626
Dr.22417.1.A1_at,3.161783961,2.94672597,3.148177724,3.0773291,2.984197815,3.074665567
Dr.4460.1.A1_at,10.53522158,10.40430046,10.74434504,10.4828542,9.871471133,9.879001817
Dr.22971.1.A1_at,7.905206143,7.671090119,7.985429329,7.930073402,8.491946913,8.440568394
Dr.22416.1.A1_at,2.867948276,2.454108531,2.260071794,2.253685869,2.190320579,2.238547763
Dr.14719.1.A1_at,2.531744618,2.337202417,2.555222463,2.521129962,2.449627837,2.507145249
Dr.23225.1.A1_at,9.705780845,9.483915808,9.942175327,10.11517601,9.79911452,10.3714042
Dr.7969.1.S1_at,7.131432633,6.673377743,7.206641659,6.964651485,6.592641407,6.837884542
Dr.25748.1.A1_at,6.428353961,6.454529092,6.81325732,6.607086852,6.283576312,7.11206376
Dr.17755.2.S1_at,2.76585371,2.729971849,3.081103173,2.893200936,2.786419705,2.82327779
Dr.3335.1.A1_at,13.07556698,12.80256438,12.97413641,13.20469004,12.89554122,13.4242698
Dr.4198.1.S1_at,2.742226404,2.701368263,2.840370745,2.780307856,2.764762887,2.774057442
DrAffx.2.72.S1_at,2.638849975,2.635473358,2.702716397,2.656373156,2.655852673,2.626813769
Dr.24262.1.A1_at,7.657933456,7.46014642,2.984614419,4.622368533,8.312945338,9.431588137
Dr.504.1.S1_at,8.730306788,8.764901762,9.693681505,9.114463262,9.092665621,9.129012714
Dr.3814.1.A1_at,9.886887463,9.784938925,9.676351907,9.835965744,10.26422743,9.829439503
Dr.11982.1.S1_at,12.48803085,11.93463474,12.37025393,12.16617742,11.92336617,12.18879737
Dr.19528.1.A1_at,3.910131871,4.00508725,3.885332596,3.835974046,4.11657641,3.830230162
Dr.7370.1.A1_at,2.805961418,3.142148086,2.935123873,2.841205241,2.799304965,2.832286802
Dr.11237.1.S1_at,7.826957638,7.46508472,8.586414167,8.339370439,7.492112588,7.576502015
Dr.5628.2.A1_x_at,1.980554335,1.968929379,2.054637506,1.98807941,1.980443553,2.370493972
Dr.6928.2.S1_at,3.536651342,3.502680069,3.648944237,3.604699755,3.736439076,3.701405894
Dr.4249.1.S1_at,7.454939873,7.516058785,7.875093539,7.702034165,7.646407189,7.552885666
Dr.23069.1.A1_x_at,2.775113351,2.667343696,2.848964126,2.797881224,2.771435865,2.809772817
Dr.11769.1.S1_at,7.220226945,7.137806137,7.173009364,7.309458383,7.292172774,7.415356037
Dr.24540.1.A1_at,3.228957488,3.140836904,3.509525984,3.332236958,3.278740088,3.350920249
Dr.12991.1.A1_at,5.313723082,5.456676908,5.480451919,5.254894996,4.741559123,5.334162702
Dr.19225.1.S1_at,13.17209879,13.08735588,13.05091947,13.43042291,13.68021774,13.78167476
Dr.7638.1.S1_at,6.150344413,4.457009326,2.874709194,2.835896786,2.766363383,2.804861463
Dr.17107.1.S1_at,8.28506252,8.285104797,8.055907856,8.086425586,8.005504287,8.124230403
Dr.21215.1.S1_at,7.346657951,7.970706734,8.327544307,8.087959916,8.10119315,8.292062648
Dr.4807.1.S1_at,11.10298471,11.58593433,12.04812145,11.97297612,11.90546445,11.96759848
Dr.16676.1.S1_at,6.669374046,6.897893952,7.07522885,6.845313267,7.091835249,6.710145847
Dr.12032.1.S1_at,2.456719435,2.445655476,2.486882207,2.493438801,2.459888713,2.575044669
Dr.14749.1.S1_at,6.12095769,5.835364102,5.48801539,5.529798656,3.488804776,5.158743174
Dr.14498.1.S1_a_at,7.668707808,7.646515663,8.105251161,7.659920915,7.149441752,7.170952399
Dr.15651.1.A1_at,9.126081898,9.512511458,9.395086606,9.716351021,8.650092065,8.505420613
Dr.5573.1.S1_at,4.929663926,4.65026385,5.22980865,4.995593669,4.835855863,5.016009554
DrAffx.2.58.A1_at,1.775737818,1.749158064,1.826890666,1.806848076,1.820440026,1.791030185
Dr.57.1.S1_at,6.955017862,7.473069,8.899334075,7.26563414,5.858514768,5.303674622
Dr.14617.1.S1_at,2.126571138,2.103149387,2.218361772,2.156533533,2.146175904,2.145362269
Dr.23876.1.A1_at,9.88693747,9.705514942,8.774575971,8.876137991,10.1015011,9.551908252
Dr.13148.1.A1_at,2.82264912,2.778639727,2.950420288,2.929193318,2.855394799,3.204271423
Dr.26061.1.A1_at,3.601218693,3.534574131,4.056979311,4.139627951,4.445377408,5.151636843
Dr.12641.1.S1_at,9.431419256,8.038372541,3.665050592,7.770921799,5.987380342,6.765361771
Dr.22236.1.A1_at,2.852630982,2.739213567,2.985571817,2.895540761,2.847839916,2.90694323
Dr.21816.1.A1_at,4.156846797,3.574502751,3.412999748,3.392934532,3.148783446,3.233441775
Dr.24633.2.S1_a_at,14.26257627,14.01386023,14.03720908,14.19828641,13.98836803,13.77769722
Dr.22786.1.A1_at,3.714465279,3.703944983,4.681426024,3.267278605,3.70521088,4.047168951
Dr.26457.1.S1_at,9.086183912,8.810663363,9.489850448,9.00610391,8.907623966,9.186661869
Dr.26417.1.A1_at,11.15067481,11.22044888,11.30179459,10.80753986,11.46880927,11.48179652
Dr.15972.1.A1_at,2.660613323,2.858410872,2.711043762,2.671723118,2.654016149,2.663147288
Dr.15596.1.A1_at,2.884608613,2.921576651,3.529417442,3.603994803,3.577414686,2.882373933
Dr.10041.1.A1_at,2.72626632,2.677608411,2.86878564,2.791535024,2.751586124,2.770325953
Dr.26167.1.A1_at,3.174448778,2.915040175,3.419795652,3.410047752,3.270920826,3.288997321
Dr.20000.1.S1_at,7.44114645,7.853959552,7.880984798,8.056309198,7.944300798,7.745797991
Dr.13006.1.A1_at,3.163184094,3.143230546,2.836796311,3.188027674,3.227295141,3.177294983
Dr.12338.2.A1_a_at,5.807214007,5.652122745,6.422491819,6.190379288,5.335094604,5.266160077
Dr.1088.1.A1_at,9.258462668,9.54385171,9.301394876,8.887620393,8.324274769,9.296313563
Dr.21369.1.A1_at,3.198282291,3.108074295,3.485927206,3.277002619,3.218310229,3.30596846
Dr.22636.1.A1_at,10.12416996,9.769092035,10.38786466,10.65363092,10.20558218,11.07499475
Dr.4820.1.S1_at,10.05419564,10.04017316,10.56043487,10.36163684,9.430103526,10.42862857
Dr.17406.1.A1_at,6.099566254,5.486390383,3.876992965,5.574778597,6.049722331,6.467780035
Dr.26031.1.A1_at,3.417132386,3.35774251,3.898493984,3.618420854,3.560429779,3.629828653
Dr.15149.1.A1_at,7.935013614,7.904069633,7.376025539,8.556062301,8.409348748,8.165811518
Dr.17900.2.S1_at,3.419429271,3.233969083,3.760187196,3.459541068,3.429986133,3.599063448
Dr.11243.1.A1_at,2.487291531,2.42109241,2.541500002,2.508183731,2.481292637,2.491493226
Dr.8934.1.A1_at,7.984148509,9.997184713,10.01337258,9.679915233,10.53061128,10.47183701
Dr.16913.1.A1_at,2.816168007,2.775544701,2.947344339,2.847217946,2.815096249,2.843573613
Dr.10475.1.A1_at,4.936601037,5.767715432,5.774647206,4.740651203,6.372034489,5.286366028
Dr.2713.1.A1_at,7.244134117,7.907635277,8.223444066,8.276819063,8.418414304,8.304901109
Dr.15530.1.A1_at,8.698154517,8.553918044,9.226425213,8.411296223,8.236081344,8.523624901
Dr.17209.2.A1_at,3.17802492,3.084501928,3.35540999,3.27572597,3.22700164,3.264280636
Dr.4726.1.A1_at,9.653539361,9.504520358,10.0057516,9.675080249,9.603185675,9.765605997
Dr.14522.1.S1_at,2.019563414,2.014165324,2.103236678,2.021168275,2.007567518,2.003433777
Dr.11434.1.S1_at,8.635873504,7.635126033,6.678083876,7.0103611,6.668139792,6.249461063
Dr.18588.1.S1_at,3.182780781,3.088873855,3.386722504,3.272439472,3.208990618,3.263901788
Dr.25176.5.A1_at,9.304119508,9.626857488,9.891993592,9.523391237,10.38522766,9.822322411
Dr.7520.1.A1_at,7.692256585,8.077081692,8.195905437,7.389078372,7.722043315,7.439922809
Dr.10282.1.A1_at,5.772273612,5.800694968,5.233951418,5.201609876,5.720276831,5.379761302
Dr.6314.1.S1_at,9.130197752,8.777988502,8.291912898,7.879730553,6.362536523,5.852640356
Dr.16652.2.A1_at,2.550088359,2.66707355,2.680870999,2.648549918,2.604908852,2.634987772
Dr.22800.1.A1_at,2.434726029,2.393210021,2.505183688,2.470609365,2.458300802,2.453223906
Dr.6969.1.S1_at,9.1981397,9.179814904,9.004897128,8.768941456,8.425361031,8.285393271
Dr.11968.1.A1_at,2.705947148,2.666401274,2.771054113,2.74294563,2.693449032,3.025260965
Dr.15949.2.S1_a_at,8.645259745,9.107366149,8.493972766,8.208273289,8.465942525,7.179606264
Dr.12976.1.A1_at,8.676804786,8.88898602,9.188937602,8.392691832,8.020224232,7.878008615
Dr.16693.1.A1_at,2.754824537,2.674624117,2.939640143,2.83587144,2.784895527,2.83029141
Dr.17445.1.A1_at,2.763152725,2.720116112,2.908002641,2.825517164,2.812515859,2.830887751
Dr.4275.1.S1_at,2.292498269,2.281074801,2.351267866,2.320675634,2.338376596,2.304825246
